Sequence_Name,Source_File,Sequence_Length,pI,MW,Polar_Pct,A_Pct,L_Pct,V_Pct,I_Pct,P_Pct,F_Pct,W_Pct,M_Pct,G_Pct,GRAVY_Score,Avg_KD_Hydrophobicity,Max_KD_Hydrophobicity
Duvortuxizumab_CD19_Heavy_Chain_1,duvortuxizumab.py,120,7.95,13616.29,0.54,5,9.17,5.83,2.5,5,3.33,5,3.33,6.67,-0.32,-0.32,1.22
Duvortuxizumab_CD19_Light_Chain_1,duvortuxizumab.py,106,6.99,11444.56,0.57,8.49,6.6,4.72,3.77,5.66,3.77,0.94,0.94,8.49,-0.38,-0.37,0.82
Duvortuxizumab_CD3E_Heavy_Chain_2,duvortuxizumab.py,125,9.15,13898.34,0.54,6.4,7.2,8.8,1.6,1.6,4,3.2,1.6,11.2,-0.32,-0.31,1.65
Duvortuxizumab_CD3E_Light_Chain_2,duvortuxizumab.py,109,9.1,11393.67,0.47,11.01,9.17,7.34,1.83,5.5,1.83,3.67,0,12.84,-0.12,-0.14,1.44
Eluvixtamab_SIGLEC3-CD33-p67_Heavy_Chain_1,eluvixtamab.py,122,4.92,13646.91,0.57,5.74,2.46,9.02,1.64,2.46,2.46,4.92,3.28,11.48,-0.51,-0.5,1.22
Eluvixtamab_SIGLEC3-CD33-p67_Light_Chain_1,eluvixtamab.py,113,5.18,12319.45,0.6,3.54,7.96,2.65,5.31,7.08,3.54,1.77,0.88,7.08,-0.59,-0.59,1.28
Eluvixtamab_CD3E_Heavy_Chain_2,eluvixtamab.py,125,9.08,14025.48,0.56,8,6.4,8,2.4,1.6,3.2,3.2,1.6,9.6,-0.44,-0.42,1.65
Eluvixtamab_CD3E_Light_Chain_2,eluvixtamab.py,109,8.7,11292.6,0.45,6.42,10.09,9.17,0.92,7.34,2.75,2.75,0,15.6,-0.07,-0.08,1.44
Emerfetamab_SIGLEC3-CD33-p67_Heavy_Chain_1,emerfetamab.py,122,4.92,13693.01,0.57,5.74,2.46,9.02,1.64,2.46,2.46,4.92,3.28,10.66,-0.49,-0.47,1.22
Emerfetamab_SIGLEC3-CD33-p67_Light_Chain_1,emerfetamab.py,113,5.18,12294.47,0.6,3.54,7.96,2.65,5.31,7.08,3.54,1.77,0.88,7.08,-0.54,-0.54,1.28
Emerfetamab_CD3E_Heavy_Chain_2,emerfetamab.py,125,9.08,14025.48,0.56,8,6.4,8,2.4,1.6,3.2,3.2,1.6,9.6,-0.44,-0.42,1.65
Emerfetamab_CD3E_Light_Chain_2,emerfetamab.py,109,8.7,11292.6,0.45,6.42,10.09,9.17,0.92,7.34,2.75,2.75,0,15.6,-0.07,-0.08,1.44
Emfizatamab1_CD3E_Heavy_Chain_1,emfizatamab1.py,120,8.72,12803.18,0.51,8.33,7.5,6.67,5.83,1.67,1.67,3.33,1.67,12.5,-0.14,-0.12,1.65
Emfizatamab1_CD3E_Light_Chain_1,emfizatamab1.py,112,7.94,12160.48,0.54,6.25,6.25,6.25,5.36,4.46,5.36,1.79,0.89,8.93,-0.15,-0.16,1.22
Emfizatamab1_CD19_Heavy_Chain_2,emfizatamab1.py,121,8.03,13353.97,0.51,5.79,4.96,7.44,7.44,3.31,2.48,4.96,2.48,9.92,-0.16,-0.14,2.42
Emfizatamab1_CD19_Light_Chain_2,emfizatamab1.py,107,8,11411.59,0.54,7.48,7.48,3.74,5.61,6.54,5.61,0.93,0,8.41,-0.2,-0.21,1.26
Emfizatamab2_PDL1-CD274_Heavy_Chain_1,emfizatamab2.py,122,5.21,13102.56,0.48,11.48,9.02,4.92,3.28,1.64,4.1,3.28,2.46,11.48,-0.01,0,1.94
Emfizatamab2_PDL1-CD274_Light_Chain_1,emfizatamab2.py,110,7.96,11776.95,0.56,5.45,6.36,5.45,5.45,4.55,3.64,1.82,0.91,10,-0.32,-0.33,1.22
Emfizatamab2_TNFRSF9-CD137-4-1BB_Heavy_Chain_2,emfizatamab2.py,116,9.06,12343.58,0.54,6.03,6.9,6.9,3.45,3.45,1.72,1.72,2.59,12.93,-0.29,-0.26,1.65
Emfizatamab2_TNFRSF9-CD137-4-1BB_Light_Chain_2,emfizatamab2.py,111,6.29,11600.78,0.52,9.01,6.31,7.21,4.5,4.5,2.7,0.9,0.9,11.71,-0.14,-0.14,1.83
Emirodatamab_FLT3-CD135-FLK2_Heavy_Chain_1,emirodatamab.py,124,8.49,13715.4,0.56,3.23,9.68,8.06,3.23,4.03,3.23,3.23,1.61,8.06,-0.18,-0.17,1.65
Emirodatamab_FLT3-CD135-FLK2_Light_Chain_1,emirodatamab.py,107,8.89,11586.87,0.57,5.61,7.48,3.74,5.61,5.61,3.74,0.93,0.93,9.35,-0.37,-0.37,1.04
Emirodatamab_CD3E_Heavy_Chain_2,emirodatamab.py,125,9.08,14025.48,0.56,8,6.4,8,2.4,1.6,3.2,3.2,1.6,9.6,-0.44,-0.42,1.65
Emirodatamab_CD3E_Light_Chain_2,emirodatamab.py,109,8.7,11292.6,0.45,6.42,10.09,9.17,0.92,7.34,2.75,2.75,0,15.6,-0.07,-0.08,1.44
Enristomig_PDL1-CD274_Heavy_Chain_1,enristomig.py,111,8.65,12090.4,0.53,8.11,7.21,7.21,3.6,3.6,2.7,2.7,0.9,10.81,-0.33,-0.31,1.73
Enristomig_TNFRSF9-CD137-4-1BB_Heavy_Chain_2,enristomig.py,121,9.47,13073.64,0.5,9.09,7.44,9.92,2.48,3.31,3.31,1.65,1.65,11.57,-0.2,-0.18,1.38
Envafolimab_PDL1-CD274_Heavy_Chain_1,envafolimab.py,128,9.03,13807.38,0.55,8.59,8.59,7.81,0.78,2.34,3.12,1.56,2.34,9.38,-0.27,-0.25,1.65
Erfonrilimab_PDL1-CD274_Heavy_Chain_1,erfonrilimab.py,128,9.03,13807.38,0.55,8.59,8.59,7.81,0.78,2.34,3.12,1.56,2.34,9.38,-0.27,-0.25,1.65
Erfonrilimab_CTLA4-CD152_Heavy_Chain_2,erfonrilimab.py,128,6.33,13507,0.48,8.59,7.81,7.03,3.91,3.12,2.34,2.34,1.56,15.62,0,0.02,1.71
Etevritamab_EGFR-ERBB1-HER1_Heavy_Chain_1,etevritamab.py,124,7.89,13943.37,0.55,6.45,7.26,8.87,2.42,1.61,3.23,3.23,1.61,10.48,-0.39,-0.37,1.74
Etevritamab_EGFR-ERBB1-HER1_Light_Chain_1,etevritamab.py,112,8.6,12337.75,0.56,2.68,7.14,8.04,4.46,6.25,3.57,0.89,1.79,8.93,-0.35,-0.34,0.81
Etevritamab_CD3E_Heavy_Chain_2,etevritamab.py,125,9.08,14025.48,0.56,8,6.4,8,2.4,1.6,3.2,3.2,1.6,9.6,-0.44,-0.42,1.65
Etevritamab_CD3E_Light_Chain_2,etevritamab.py,109,8.7,11292.6,0.45,6.42,10.09,9.17,0.92,7.34,2.75,2.75,0,15.6,-0.07,-0.08,1.44
Flotetuzumab_IL3RA-CD123_Heavy_Chain_1,flotetuzumab.py,120,9.13,13323.92,0.54,8.33,6.67,8.33,3.33,2.5,3.33,3.33,1.67,8.33,-0.24,-0.22,1.65
Flotetuzumab_IL3RA-CD123_Light_Chain_1,flotetuzumab.py,113,5.21,12556.81,0.59,3.54,8.85,5.31,2.65,5.31,3.54,1.77,1.77,7.96,-0.51,-0.51,0.96
Flotetuzumab_CD3E_Heavy_Chain_2,flotetuzumab.py,125,8.92,13956.38,0.55,6.4,7.2,8.8,1.6,1.6,4,3.2,1.6,10.4,-0.35,-0.33,1.65
Flotetuzumab_CD3E_Light_Chain_2,flotetuzumab.py,109,9.1,11393.67,0.47,11.01,9.17,7.34,1.83,5.5,1.83,3.67,0,12.84,-0.12,-0.14,1.44
Galvokimig1_IL17A-and-IL17F_Heavy_Chain_1,galvokimig1.py,125,8.03,13942.39,0.53,8,8,7.2,2.4,3.2,3.2,3.2,1.6,10.4,-0.33,-0.31,1.65
Galvokimig1_IL17A-and-IL17F_Light_Chain_1,galvokimig1.py,107,6.8,11864.17,0.56,4.67,7.48,5.61,5.61,5.61,3.74,2.8,0.93,7.48,-0.38,-0.39,1.68
Galvokimig1_ALB_Heavy_Chain_2,galvokimig1.py,121,7.97,13195.75,0.49,8.26,9.09,7.44,4.96,3.31,2.48,4.13,0.83,10.74,-0.01,0.01,1.65
Galvokimig1_ALB_Light_Chain_2,galvokimig1.py,110,6.31,11697.87,0.57,3.64,5.45,5.45,5.45,5.45,4.55,1.82,0.91,10,-0.24,-0.24,0.93
Gefurulimab_C5_Heavy_Chain_1,gefurulimab.py,123,9.17,13485.97,0.52,12.2,6.5,9.76,1.63,3.25,3.25,2.44,0.81,8.13,-0.29,-0.27,2.09
Gefurulimab_ALB_Heavy_Chain_2,gefurulimab.py,126,5.75,13786.97,0.55,9.52,7.14,6.35,1.59,1.59,2.38,2.38,2.38,11.9,-0.47,-0.45,1.65
Givastomig_CLDN18_Heavy_Chain_1,givastomig.py,120,8.86,13565.02,0.58,8.33,4.17,8.33,1.67,4.17,2.5,2.5,2.5,7.5,-0.58,-0.56,1.65
Givastomig_CLDN18_Light_Chain_1,givastomig.py,113,6.37,12398.68,0.58,5.31,8.85,4.42,5.31,5.31,2.65,0.88,0.88,8.85,-0.46,-0.46,1.28
Givastomig_TNFRSF9-CD137-4-1BB_Heavy_Chain_2,givastomig.py,121,6.48,13440.82,0.55,6.61,8.26,6.61,2.48,1.65,3.31,3.31,2.48,9.92,-0.31,-0.29,1.65
Givastomig_TNFRSF9-CD137-4-1BB_Light_Chain_2,givastomig.py,110,6.74,11591.65,0.55,6.36,8.18,5.45,3.64,6.36,1.82,1.82,0,10.91,-0.28,-0.29,1.44
Gocatamig1_CD3E_Heavy_Chain_1,gocatamig1.py,125,9.08,14062.52,0.56,8.8,6.4,8,3.2,1.6,3.2,3.2,0.8,8.8,-0.42,-0.41,1.65
Gocatamig1_CD3E_Light_Chain_1,gocatamig1.py,109,8.7,11336.66,0.46,6.42,10.09,9.17,0.92,7.34,2.75,2.75,0,14.68,-0.07,-0.09,1.52
Gocatamig1_ALB_Heavy_Chain_2,gocatamig1.py,115,8.72,12166.52,0.52,5.22,9.57,8.7,2.61,2.61,3.48,1.74,1.74,12.17,-0.08,-0.06,1.65
Gocatamig2_DLL3_Heavy_Chain_1,gocatamig2.py,117,8.03,12630.04,0.53,7.69,9.4,9.4,3.42,2.56,0.85,2.56,1.71,9.4,-0.09,-0.07,1.65
Gontivimab_Respiratory-Syncytial-Virus-Glycoprotein-F_Heavy_Chain_1,gontivimab.py,126,4.66,13422.65,0.48,8.73,6.35,7.14,4.76,4.76,2.38,3.17,0.79,14.29,-0.24,-0.23,1.29
Gontivimab_Respiratory-Syncytial-Virus-Glycoprotein-F_Heavy_Chain_2,gontivimab.py,126,4.69,13436.67,0.48,8.73,6.35,7.14,4.76,4.76,2.38,3.17,0.79,14.29,-0.24,-0.23,1.29
Gresonitamab_CLDN18_Heavy_Chain_1,gresonitamab.py,125,9.18,13959.6,0.56,7.2,3.2,9.6,2.4,2.4,1.6,3.2,4,10.4,-0.39,-0.38,1.22
Gresonitamab_CLDN18_Light_Chain_1,gresonitamab.py,107,8.94,11604.89,0.55,6.54,6.54,4.67,5.61,5.61,4.67,1.87,0.93,8.41,-0.28,-0.28,1.57
Gresonitamab_CD3E_Heavy_Chain_2,gresonitamab.py,125,9.08,14025.48,0.56,8,6.4,8,2.4,1.6,3.2,3.2,1.6,9.6,-0.44,-0.42,1.65
Gresonitamab_CD3E_Light_Chain_2,gresonitamab.py,109,8.7,11292.6,0.45,6.42,10.09,9.17,0.92,7.34,2.75,2.75,0,15.6,-0.07,-0.08,1.44
Imvotamab_CD3E_Heavy_Chain_1,imvotamab.py,120,8.82,13324.76,0.57,10,5.83,7.5,1.67,2.5,1.67,2.5,2.5,8.33,-0.43,-0.41,1.65
Imvotamab_CD3E_Light_Chain_1,imvotamab.py,106,8.64,11388.51,0.58,4.72,4.72,4.72,4.72,6.6,3.77,1.89,1.89,8.49,-0.45,-0.45,1.02
Imvotamab_MS4A1-CD20_Heavy_Chain_2,imvotamab.py,122,8,13387.81,0.54,4.92,4.92,5.74,4.92,4.92,2.46,4.1,2.46,11.48,-0.38,-0.36,1.65
Imvotamab_MS4A1-CD20_Light_Chain_2,imvotamab.py,112,8.68,12166.62,0.52,3.57,8.04,8.04,5.36,7.14,4.46,0.89,0.89,9.82,-0.18,-0.19,1.28
Inezetamab_CD40_Heavy_Chain_1,inezetamab.py,120,8.65,13107.39,0.53,7.5,8.33,6.67,1.67,1.67,3.33,4.17,1.67,12.5,-0.27,-0.25,1.65
Inezetamab_CD40_Light_Chain_1,inezetamab.py,111,7.98,11539.61,0.56,6.31,6.31,6.31,4.5,4.5,3.6,0.9,0.9,10.81,-0.17,-0.19,1.44
Inezetamab_MSLN_Heavy_Chain_2,inezetamab.py,117,6.75,12948.39,0.54,6.84,7.69,7.69,5.13,1.71,3.42,2.56,1.71,9.4,-0.1,-0.08,1.65
Inezetamab_MSLN_Light_Chain_2,inezetamab.py,107,9.41,11613,0.55,7.48,5.61,4.67,6.54,5.61,4.67,1.87,0.93,7.48,-0.29,-0.29,1.49
Ingitamig_TNFRSF17-CD269-BCMA-TNFRSF13A_Heavy_Chain_1,ingitamig.py,116,6.45,12445.76,0.49,7.76,9.48,7.76,1.72,2.59,3.45,3.45,1.72,12.93,-0.13,-0.11,1.65
Ingitamig_TNFRSF17-CD269-BCMA-TNFRSF13A_Light_Chain_1,ingitamig.py,109,5.24,11914.07,0.55,6.42,8.26,3.67,4.59,7.34,4.59,0.92,0,9.17,-0.42,-0.43,1.66
Ingitamig_KLRK1-NKG2D-CD314_Heavy_Chain_2,ingitamig.py,122,8.53,13072.51,0.5,9.84,7.38,7.38,2.46,3.28,3.28,3.28,2.46,10.66,-0.09,-0.07,1.65
Ingitamig_KLRK1-NKG2D-CD314_Light_Chain_2,ingitamig.py,107,8.91,11437.72,0.54,6.54,5.61,5.61,5.61,5.61,4.67,1.87,0.93,9.35,-0.19,-0.19,1.84
Isecarosmab_ADAMTSL5_Heavy_Chain_1,isecarosmab.py,124,7.95,13694.08,0.55,8.06,7.26,8.06,2.42,3.23,3.23,1.61,1.61,9.68,-0.41,-0.39,1.65
Isecarosmab_ALB_Heavy_Chain_2,isecarosmab.py,115,8.08,12113.37,0.53,5.22,9.57,7.83,2.61,2.61,3.48,1.74,1.74,12.17,-0.1,-0.08,1.65
Istiratumab_IGF1R-CD221_Heavy_Chain_1,istiratumab.py,122,8.66,13190.63,0.5,7.38,8.2,6.56,2.46,3.28,4.1,2.46,2.46,13.11,-0.23,-0.21,1.4
Istiratumab_IGF1R-CD221_Light_Chain_1,istiratumab.py,107,8.98,11571.87,0.56,5.61,8.41,2.8,5.61,5.61,3.74,1.87,0.93,9.35,-0.29,-0.29,1.22
Istiratumab_ERBB3-HER3_Heavy_Chain_2,istiratumab.py,122,5.14,13273.57,0.49,9.02,9.02,7.38,1.64,1.64,3.28,4.1,1.64,13.11,-0.23,-0.21,1.65
Istiratumab_ERBB3-HER3_Light_Chain_2,istiratumab.py,108,5.12,11573.53,0.56,7.41,5.56,7.41,3.7,5.56,1.85,1.85,0,11.11,-0.49,-0.51,1.52
Itanistomig_PDL1-CD274_Heavy_Chain_1,itanistomig.py,123,8.64,13269.81,0.51,7.32,3.25,9.76,4.07,3.25,5.69,2.44,2.44,10.57,-0.13,-0.12,1.71
Itanistomig_PDL1-CD274_Light_Chain_1,itanistomig.py,106,8.07,11539.73,0.55,8.49,8.49,3.77,4.72,6.6,3.77,1.89,0,7.55,-0.35,-0.35,1.66
Itanistomig_IAP-CD47_Heavy_Chain_2,itanistomig.py,116,8.57,12800.29,0.53,5.17,5.17,6.9,5.17,3.45,2.59,3.45,3.45,11.21,-0.33,-0.31,1.65
Itanistomig_IAP-CD47_Light_Chain_2,itanistomig.py,112,8.64,12330.7,0.55,1.79,8.04,7.14,4.46,7.14,4.46,0.89,0.89,9.82,-0.39,-0.39,1.28
Ivonescimab_VEGFA_Heavy_Chain_1,ivonescimab.py,123,6.99,13727.09,0.53,7.32,7.32,7.32,0.81,3.25,4.07,4.07,1.63,11.38,-0.33,-0.31,1.65
Ivonescimab_VEGFA_Light_Chain_1,ivonescimab.py,107,6.75,11703.85,0.59,3.74,5.61,5.61,5.61,5.61,4.67,1.87,0.93,7.48,-0.34,-0.34,1.72
Ivonescimab_PDCD1-CD279-PD1_Heavy_Chain_2,ivonescimab.py,118,8.03,12904.19,0.51,8.47,8.47,6.78,1.69,2.54,3.39,3.39,1.69,12.71,-0.28,-0.26,1.65
Ivonescimab_PDCD1-CD279-PD1_Light_Chain_2,ivonescimab.py,107,7.95,11851.16,0.58,4.67,8.41,3.74,3.74,5.61,4.67,0.93,2.8,7.48,-0.43,-0.43,0.82
Izalontamab_EGFR-ERBB1-HER1_Heavy_Chain_1,izalontamab.py,119,8.6,13239.61,0.56,3.36,8.4,7.56,3.36,3.36,4.2,3.36,0.84,9.24,-0.3,-0.29,1.65
Izalontamab_EGFR-ERBB1-HER1_Light_Chain_1,izalontamab.py,107,5.7,11679.78,0.58,3.74,7.48,3.74,8.41,4.67,3.74,1.87,0,8.41,-0.36,-0.36,1.58
Izalontamab_ERBB3-HER3_Heavy_Chain_2,izalontamab.py,118,9.01,12964.34,0.52,7.63,8.47,8.47,1.69,1.69,3.39,3.39,1.69,11.86,-0.29,-0.28,1.65
Izalontamab_ERBB3-HER3_Light_Chain_2,izalontamab.py,111,5.39,11466.39,0.56,5.41,4.5,7.21,5.41,4.5,2.7,0.9,0.9,12.61,-0.24,-0.25,1.74
Izuralimab_ICOS-CD278_Heavy_Chain_1,izuralimab.py,125,8.54,14045.49,0.57,7.2,3.2,8,2.4,2.4,2.4,3.2,4,10.4,-0.48,-0.46,1.33
Izuralimab_ICOS-CD278_Light_Chain_1,izuralimab.py,107,9.07,11545.84,0.54,6.54,6.54,5.61,5.61,5.61,4.67,1.87,0.93,8.41,-0.23,-0.23,2.11
Izuralimab_PDCD1-CD279-PD1_Heavy_Chain_2,izuralimab.py,122,8.57,13713.16,0.55,4.1,8.2,9.02,1.64,1.64,3.28,3.28,1.64,12.3,-0.37,-0.35,1.65
Izuralimab_PDCD1-CD279-PD1_Light_Chain_2,izuralimab.py,107,6.85,11661.77,0.56,5.61,5.61,7.48,3.74,5.61,4.67,0.93,0,10.28,-0.41,-0.41,1.66
Ledostomig_NT5E-CALJA-CD73_Heavy_Chain_1,ledostomig.py,121,7.91,13361.66,0.58,6.61,5.79,9.09,1.65,2.48,2.48,2.48,1.65,9.92,-0.42,-0.4,1.14
Ledostomig_NT5E-CALJA-CD73_Light_Chain_1,ledostomig.py,113,6.76,12328.59,0.58,5.31,7.96,6.19,4.42,4.42,3.54,0.88,0.88,7.96,-0.35,-0.36,1.3
Ledostomig_PDCD1-CD279-PD1_Heavy_Chain_2,ledostomig.py,118,8.03,12904.19,0.51,8.47,8.47,6.78,1.69,2.54,3.39,3.39,1.69,12.71,-0.28,-0.26,1.65
Ledostomig_PDCD1-CD279-PD1_Light_Chain_2,ledostomig.py,107,7.95,11851.16,0.58,4.67,8.41,3.74,3.74,5.61,4.67,0.93,2.8,7.48,-0.43,-0.43,0.82
Lofacimig_F11_Heavy_Chain_1,lofacimig.py,130,6.75,14047.39,0.57,10,7.69,6.15,1.54,1.54,1.54,2.31,1.54,10.77,-0.32,-0.3,1.65
Lofacimig_F11_Heavy_Chain_2,lofacimig.py,125,4.05,13410.36,0.58,8,5.6,6.4,1.6,1.6,2.4,2.4,2.4,11.2,-0.42,-0.4,1.65
Lorigerlimab_PDCD1-CD279-PD1_Heavy_Chain_1,lorigerlimab.py,119,6.92,13241.64,0.56,6.72,5.04,10.08,2.52,3.36,2.52,4.2,1.68,7.56,-0.36,-0.34,1.65
Lorigerlimab_PDCD1-CD279-PD1_Light_Chain_1,lorigerlimab.py,111,5.25,11913.17,0.52,5.41,7.21,5.41,3.6,7.21,6.31,0.9,1.8,9.91,-0.3,-0.31,1.66
Lorigerlimab_CTLA4-CD152_Heavy_Chain_2,lorigerlimab.py,118,9.01,13073.47,0.53,5.93,7.63,8.47,1.69,2.54,4.24,3.39,1.69,11.02,-0.31,-0.29,1.65
Lorigerlimab_CTLA4-CD152_Light_Chain_2,lorigerlimab.py,108,8.07,11661.85,0.54,6.48,8.33,3.7,4.63,6.48,4.63,1.85,0,10.19,-0.31,-0.31,1.66
Mipletamig_IL3RA-CD123_Heavy_Chain_1,mipletamig.py,124,6.49,13350.75,0.52,7.26,8.87,6.45,2.42,1.61,4.03,2.42,2.42,12.9,-0.19,-0.18,1.33
Mipletamig_IL3RA-CD123_Light_Chain_1,mipletamig.py,114,6.76,12483.74,0.58,5.26,7.02,6.14,4.39,6.14,2.63,1.75,0.88,7.89,-0.43,-0.43,1.28
Mipletamig_CD3E_Heavy_Chain_2,mipletamig.py,121,9.1,13522.91,0.6,5.79,4.13,9.09,2.48,4.96,2.48,2.48,1.65,7.44,-0.55,-0.53,1.65
Mipletamig_CD3E_Light_Chain_2,mipletamig.py,106,8.98,11550.69,0.59,4.72,3.77,4.72,3.77,6.6,2.83,2.83,2.83,8.49,-0.59,-0.59,0.73
Nebratamig1_TNFRSF9-CD137-4-1BB_Heavy_Chain_1,nebratamig1.py,116,9.06,12343.58,0.54,6.03,6.9,6.9,3.45,3.45,1.72,1.72,2.59,12.93,-0.29,-0.26,1.65
Nebratamig1_TNFRSF9-CD137-4-1BB_Light_Chain_1,nebratamig1.py,111,6.29,11600.78,0.52,9.01,6.31,7.21,4.5,4.5,2.7,0.9,0.9,11.71,-0.14,-0.14,1.83
Nebratamig1_PDL1-CD274_Heavy_Chain_2,nebratamig1.py,116,7.72,12702.05,0.54,6.03,7.76,6.9,4.31,1.72,0.86,3.45,2.59,12.07,-0.31,-0.3,1.65
Nebratamig1_PDL1-CD274_Light_Chain_2,nebratamig1.py,110,6.79,11700.81,0.55,8.18,5.45,5.45,4.55,4.55,4.55,0.91,0.91,10,-0.35,-0.35,1.34
Nebratamig2_ROR1_Heavy_Chain_1,nebratamig2.py,122,6.09,13127.47,0.51,7.38,9.02,5.74,4.92,1.64,2.46,2.46,1.64,13.93,-0.23,-0.21,1.65
Nebratamig2_ROR1_Light_Chain_1,nebratamig2.py,113,4.53,11982.07,0.56,6.19,7.08,6.19,4.42,4.42,3.54,0.88,0.88,10.62,-0.25,-0.26,1.51
Nebratamig2_CD3D-and-CD3E_Heavy_Chain_2,nebratamig2.py,120,8.72,12803.18,0.51,8.33,7.5,6.67,5.83,1.67,1.67,3.33,1.67,12.5,-0.14,-0.12,1.65
Nebratamig2_CD3D-and-CD3E_Light_Chain_2,nebratamig2.py,112,7.94,12160.48,0.54,6.25,6.25,6.25,5.36,4.46,5.36,1.79,0.89,8.93,-0.15,-0.16,1.22
Nivatrotamab_GD2_Heavy_Chain_1,nivatrotamab.py,119,9.01,12986.5,0.5,5.88,7.56,10.08,3.36,3.36,1.68,3.36,2.52,12.61,-0.15,-0.13,1.86
Nivatrotamab_GD2_Light_Chain_1,nivatrotamab.py,104,6.45,11384.5,0.58,6.73,3.85,7.69,4.81,3.85,5.77,0.96,0.96,7.69,-0.29,-0.29,1.28
Nivatrotamab_CD3E_Heavy_Chain_2,nivatrotamab.py,119,9.22,13686.13,0.6,3.36,5.88,6.72,2.52,4.2,4.2,2.52,1.68,9.24,-0.68,-0.66,1.22
Nivatrotamab_CD3E_Light_Chain_2,nivatrotamab.py,106,7.89,11532.62,0.6,4.72,3.77,3.77,5.66,5.66,3.77,2.83,1.89,7.55,-0.4,-0.41,1.02
Obertamig_CD3E_Heavy_Chain_1,obertamig.py,120,9.3,13601.94,0.59,5,9.17,7.5,2.5,4.17,2.5,4.17,0,5.83,-0.46,-0.45,1.65
Obertamig_CD3E_Light_Chain_1,obertamig.py,110,9.01,11394.52,0.55,6.36,8.18,6.36,3.64,4.55,2.73,0.91,0,11.82,-0.22,-0.23,1.44
Obertamig_HLA-G_Heavy_Chain_2,obertamig.py,125,9.23,13815.25,0.56,5.6,8,8,4.8,4.8,0.8,4,0,8,-0.37,-0.36,1.65
Obertamig_HLA-G_Light_Chain_2,obertamig.py,113,6.91,12441.71,0.58,4.42,7.08,6.19,4.42,6.19,3.54,1.77,0.88,7.08,-0.45,-0.46,1.28
Obrindatamab_B7H3-CD276_Heavy_Chain_1,obrindatamab.py,122,6.85,13389.68,0.54,6.56,7.38,7.38,3.28,1.64,3.28,2.46,1.64,12.3,-0.31,-0.29,1.22
Obrindatamab_B7H3-CD276_Light_Chain_1,obrindatamab.py,107,8.59,11786.93,0.59,6.54,5.61,4.67,4.67,5.61,5.61,0.93,0,7.48,-0.45,-0.45,0.93
Obrindatamab_CD3E_Heavy_Chain_2,obrindatamab.py,125,8.92,13956.38,0.55,6.4,7.2,8.8,1.6,1.6,4,3.2,1.6,10.4,-0.35,-0.33,1.65
Obrindatamab_CD3E_Light_Chain_2,obrindatamab.py,109,9.1,11393.67,0.47,11.01,9.17,7.34,1.83,5.5,1.83,3.67,0,12.84,-0.12,-0.14,1.44
Ompekimig1_IL13_Heavy_Chain_1,ompekimig1.py,118,6.47,12759.07,0.52,7.63,9.32,7.63,1.69,2.54,3.39,2.54,1.69,11.86,-0.16,-0.14,1.65
Ompekimig1_IL13_Light_Chain_1,ompekimig1.py,111,5.55,12127.28,0.57,4.5,6.31,5.41,4.5,5.41,4.5,2.7,0.9,9.01,-0.45,-0.46,0.93
Ompekimig1_IL4_Heavy_Chain_2,ompekimig1.py,121,6.86,13799.37,0.56,3.31,9.09,7.44,2.48,4.96,4.13,4.13,1.65,6.61,-0.38,-0.38,1.22
Ompekimig1_IL4_Light_Chain_2,ompekimig1.py,111,4.73,11941,0.59,5.41,5.41,4.5,4.5,6.31,3.6,0.9,1.8,9.01,-0.57,-0.57,1.54
Opamistomig_PDL1-CD274_Heavy_Chain_1,opamistomig.py,119,8.01,13206.46,0.59,3.36,7.56,7.56,3.36,3.36,2.52,3.36,0,10.08,-0.35,-0.34,1.22
Opamistomig_PDL1-CD274_Light_Chain_1,opamistomig.py,107,8.96,11767.03,0.58,5.61,5.61,4.67,4.67,5.61,4.67,0.93,1.87,8.41,-0.46,-0.46,0.93
Opamistomig_TNFRSF9-CD137-4-1BB_Heavy_Chain_2,opamistomig.py,124,9,13802.34,0.56,6.45,7.26,8.87,1.61,1.61,2.42,3.23,2.42,10.48,-0.31,-0.31,1.76
Opamistomig_TNFRSF9-CD137-4-1BB_Light_Chain_2,opamistomig.py,111,6.27,11677.6,0.6,3.6,4.5,9.01,3.6,4.5,2.7,0.9,0,10.81,-0.29,-0.3,1.52
Opugotamig_FOLR1_Heavy_Chain_1,opugotamig.py,118,6.91,13102.47,0.57,5.93,5.08,8.47,2.54,2.54,4.24,2.54,2.54,9.32,-0.39,-0.37,1.22
Opugotamig_FOLR1_Light_Chain_1,opugotamig.py,111,6.91,12061.44,0.53,8.11,9.01,4.5,5.41,6.31,3.6,0.9,0.9,8.11,-0.24,-0.24,1.66
Opugotamig_FOLR1_Heavy_Chain_2,opugotamig.py,118,8.9,12785.27,0.53,7.63,7.63,6.78,2.54,1.69,3.39,2.54,3.39,11.02,-0.16,-0.14,1.65
Opugotamig_FOLR1_Light_Chain_2,opugotamig.py,108,6.09,11888.08,0.58,1.85,7.41,5.56,5.56,6.48,3.7,1.85,0.93,8.33,-0.47,-0.47,1.66
Ozoralizumab_TNF-TNFA_Heavy_Chain_1,ozoralizumab.py,115,8.67,12608,0.52,5.22,8.7,7.83,2.61,4.35,3.48,2.61,1.74,11.3,-0.32,-0.3,1.65
Ozoralizumab_ALB_Heavy_Chain_2,ozoralizumab.py,115,8.08,12113.37,0.53,5.22,9.57,7.83,2.61,2.61,3.48,1.74,1.74,12.17,-0.1,-0.08,1.65
