Antibody_Name,Format_Folder,Source_File,Sequence_Length_Total_AA,pI,MW,Polar_Pct,GRAVY_Score,Avg_KD_Hydrophobicity,Max_KD_Hydrophobicity,AA_A_Pct,AA_C_Pct,AA_D_Pct,AA_E_Pct,AA_F_Pct,AA_G_Pct,AA_H_Pct,AA_I_Pct,AA_K_Pct,AA_L_Pct,AA_M_Pct,AA_N_Pct,AA_P_Pct,AA_Q_Pct,AA_R_Pct,AA_S_Pct,AA_T_Pct,AA_V_Pct,AA_W_Pct,AA_Y_Pct
bococizumab,Whole_mAb,bococizumab.py,450,9.346,49819.316,0.582,-0.438,-0.436,1.040,622.222,177.778,311.111,400.000,311.111,844.444,44.444,355.556,488.889,577.778,222.222,88.889,400.000,666.667,577.778,1422.222,977.778,622.222,222.222,666.667
brazikumab,Whole_mAb,brazikumab.py,470,6.144,50517.144,0.528,-0.320,-0.323,1.567,680.851,170.213,510.638,255.319,255.319,1234.043,85.106,255.319,212.766,638.298,127.660,255.319,425.532,553.191,510.638,1404.255,680.851,808.511,297.872,638.298
bremzalerbart,Whole_mAb,bremzalerbart.py,446,8.742,48687.795,0.543,-0.261,-0.262,1.678,538.117,179.372,313.901,313.901,403.587,941.704,0.000,538.117,358.744,717.489,44.843,448.430,538.117,538.117,403.587,1345.291,941.704,582.960,269.058,582.960
brentuximab,Whole_mAb,brentuximab.py,456,5.021,49788.676,0.544,-0.391,-0.392,1.967,745.614,175.439,438.596,438.596,394.737,964.912,43.860,482.456,614.035,526.316,87.719,350.877,482.456,745.614,87.719,1096.491,833.333,570.175,307.018,614.035
brodalumab,Whole_mAb,brodalumab.py,446,9.089,48819.982,0.556,-0.355,-0.353,1.678,762.332,179.372,358.744,313.901,313.901,896.861,0.000,269.058,358.744,627.803,179.372,179.372,403.587,762.332,538.117,1255.605,1031.390,717.489,269.058,582.960
burosumab,Whole_mAb,burosumab.py,446,8.052,48397.655,0.547,-0.232,-0.230,1.511,672.646,179.372,493.274,269.058,448.430,852.018,89.686,448.430,448.430,538.117,224.215,179.372,403.587,717.489,358.744,1390.135,896.861,762.332,179.372,448.430
camrelizumab,Whole_mAb,camrelizumab.py,446,8.055,48325.620,0.525,-0.167,-0.164,1.578,672.646,179.372,403.587,269.058,358.744,1076.233,0.000,403.587,358.744,762.332,179.372,179.372,403.587,627.803,358.744,1255.605,986.547,627.803,269.058,627.803
canakinumab,Whole_mAb,canakinumab.py,450,8.038,49378.558,0.542,-0.324,-0.322,1.678,622.222,177.778,533.333,311.111,444.444,933.333,88.889,400.000,444.444,711.111,88.889,266.667,444.444,666.667,444.444,1244.444,711.111,711.111,222.222,533.333
cemiplimab,Whole_mAb,cemiplimab.py,448,8.095,48443.558,0.518,-0.165,-0.158,1.844,491.071,178.571,446.429,223.214,580.357,1160.714,44.643,401.786,312.500,803.571,133.929,401.786,401.786,535.714,401.786,1294.643,892.857,625.000,223.214,446.429
cendakimab,Whole_mAb,cendakimab.py,460,8.864,50780.829,0.561,-0.306,-0.308,1.333,391.304,173.913,565.217,217.391,173.913,826.087,86.957,478.261,565.217,956.522,130.435,217.391,521.739,521.739,391.304,1173.913,1086.957,652.174,260.870,608.696
cetrelimab,Whole_mAb,cetrelimab.py,460,8.034,49666.975,0.526,-0.229,-0.227,1.678,956.522,173.913,347.826,434.783,304.348,913.043,0.000,434.783,347.826,739.130,86.957,130.435,478.261,695.652,478.261,1260.870,826.087,608.696,217.391,565.217
cetuximab,Whole_mAb,cetuximab.py,452,8.052,49752.725,0.566,-0.317,-0.318,1.922,398.230,176.991,353.982,309.735,398.230,884.956,88.496,575.221,353.982,796.460,44.248,575.221,398.230,663.717,353.982,1460.177,796.460,575.221,265.487,530.973
cilgavimab,Whole_mAb,cilgavimab.py,486,8.006,53012.802,0.539,-0.340,-0.337,1.678,576.132,164.609,493.827,411.523,288.066,1111.111,0.000,329.218,576.132,781.893,164.609,246.914,411.523,493.827,370.370,1152.263,823.045,699.588,246.914,658.436
clazakizumab,Whole_mAb,clazakizumab.py,460,5.493,49512.379,0.543,-0.257,-0.255,1.722,782.609,173.913,521.739,304.348,304.348,1000.000,0.000,478.261,347.826,826.087,86.957,391.304,304.348,608.696,434.783,1391.304,739.130,565.217,217.391,521.739
cobolimab,Whole_mAb,cobolimab.py,440,8.746,47466.363,0.555,-0.295,-0.293,1.611,590.909,181.818,454.545,227.273,318.182,1090.909,90.909,363.636,363.636,772.727,181.818,181.818,363.636,636.364,454.545,1500.000,863.636,590.909,181.818,590.909
comekibart,Whole_mAb,comekibart.py,458,8.898,50151.789,0.550,-0.232,-0.230,1.444,655.022,174.672,436.681,262.009,305.677,917.031,87.336,524.017,393.013,786.026,174.672,262.009,349.345,611.354,480.349,1310.044,829.694,611.354,174.672,655.022
concizumab,Whole_mAb,concizumab.py,466,5.235,50505.911,0.536,-0.244,-0.242,2.922,515.021,171.674,515.021,429.185,343.348,1030.043,42.918,343.348,386.266,901.288,171.674,214.592,429.185,557.940,429.185,1373.391,729.614,729.614,171.674,515.021
cosibelimab,Whole_mAb,cosibelimab.py,464,5.740,49924.617,0.560,-0.366,-0.368,1.922,646.552,172.414,431.034,474.138,344.828,991.379,86.207,474.138,344.828,431.034,172.414,301.724,387.931,603.448,474.138,1508.621,775.862,775.862,172.414,431.034
crizanlizumab,Whole_mAb,crizanlizumab.py,466,5.529,51028.199,0.571,-0.490,-0.488,1.544,557.940,171.674,557.940,472.103,257.511,1030.043,42.918,343.348,643.777,515.021,257.511,257.511,386.266,557.940,300.429,1244.635,772.532,729.614,214.592,686.695
crovalimab,Whole_mAb,crovalimab.py,466,8.031,49594.695,0.536,-0.276,-0.274,1.322,772.532,171.674,386.266,343.348,257.511,1158.798,128.755,343.348,472.103,557.940,214.592,171.674,386.266,557.940,300.429,1330.472,944.206,729.614,214.592,557.940
daclizumab,Whole_mAb,daclizumab.py,444,8.681,48429.432,0.581,-0.388,-0.386,1.133,630.631,180.180,360.360,360.360,315.315,900.901,135.135,360.360,540.541,540.541,180.180,180.180,405.405,630.631,315.315,1351.351,1081.081,675.676,180.180,675.676
dafsolimab,Whole_mAb,dafsolimab.py,452,8.973,49358.380,0.593,-0.455,-0.456,1.678,796.460,176.991,309.735,309.735,176.991,840.708,88.496,309.735,530.973,486.726,353.982,132.743,353.982,663.717,309.735,1725.664,884.956,486.726,265.487,796.460
daratumumab,Whole_mAb,daratumumab.py,458,8.084,49578.962,0.507,-0.197,-0.194,1.678,742.358,174.672,349.345,436.681,480.349,1048.035,0.000,349.345,349.345,873.362,87.336,262.009,480.349,567.686,480.349,1310.044,698.690,611.354,262.009,436.681
datopotamab,Whole_mAb,datopotamab.py,456,8.862,49478.865,0.548,-0.248,-0.246,1.133,745.614,175.439,394.737,263.158,350.877,921.053,87.719,350.877,570.175,570.175,131.579,43.860,394.737,745.614,263.158,1359.649,964.912,789.474,263.158,614.035
dazukibart,Whole_mAb,dazukibart.py,452,8.440,50255.673,0.571,-0.369,-0.366,1.889,442.478,176.991,442.478,353.982,353.982,929.204,132.743,486.726,486.726,663.717,176.991,176.991,353.982,663.717,398.230,1327.434,884.956,619.469,265.487,663.717
delpacibart,Whole_mAb,delpacibart.py,446,8.909,48968.234,0.556,-0.383,-0.381,1.556,672.646,179.372,358.744,358.744,269.058,941.704,134.529,403.587,448.430,627.803,179.372,358.744,403.587,582.960,448.430,1121.076,986.547,672.646,269.058,582.960
denosumab,Whole_mAb,denosumab.py,460,8.978,49472.811,0.517,-0.264,-0.262,1.678,652.174,173.913,347.826,391.304,391.304,1217.391,0.000,347.826,304.348,826.087,130.435,130.435,478.261,565.217,608.696,1347.826,826.087,565.217,217.391,478.261
depemokimab,Whole_mAb,depemokimab.py,464,8.512,50105.889,0.530,-0.228,-0.229,1.678,474.138,172.414,474.138,258.621,258.621,948.276,86.207,301.724,387.931,1034.483,172.414,344.828,560.345,517.241,431.034,1250.000,991.379,732.759,215.517,387.931
derlotuximab,Whole_mAb,derlotuximab.py,456,9.091,49398.737,0.566,-0.338,-0.339,1.289,614.035,175.439,263.158,350.877,175.439,1008.772,43.860,350.877,570.175,745.614,219.298,219.298,394.737,526.316,307.018,1710.526,745.614,570.175,263.158,745.614
dinutuximab,Whole_mAb,dinutuximab.py,452,8.899,49168.758,0.558,-0.334,-0.332,1.467,442.478,176.991,265.487,486.726,309.735,973.451,221.239,309.735,575.221,840.708,221.239,309.735,442.478,442.478,353.982,1504.425,752.212,707.965,176.991,486.726
disitamab,Whole_mAb,disitamab.py,440,8.042,48411.554,0.564,-0.380,-0.377,1.278,727.273,181.818,590.909,318.182,409.091,863.636,227.273,409.091,681.818,454.545,136.364,136.364,363.636,590.909,272.727,1045.455,1000.000,772.727,227.273,590.909
divozilimab,Whole_mAb,divozilimab.py,454,9.158,49567.045,0.537,-0.327,-0.325,1.678,616.740,176.211,264.317,396.476,352.423,969.163,88.106,308.370,484.581,484.581,176.211,264.317,572.687,484.581,440.529,1321.586,837.004,881.057,264.317,616.740
docaravimab,Whole_mAb,docaravimab.py,452,6.144,49356.225,0.580,-0.407,-0.408,1.411,309.735,176.991,530.973,265.487,309.735,1017.699,88.496,442.478,442.478,973.451,88.496,398.230,398.230,663.717,309.735,1371.681,1017.699,442.478,221.239,530.973
domvanalimab,Whole_mAb,domvanalimab.py,452,8.898,49438.957,0.540,-0.272,-0.269,1.322,663.717,176.991,398.230,309.735,398.230,1017.699,88.496,398.230,442.478,707.965,265.487,221.239,353.982,575.221,442.478,1415.929,707.965,575.221,221.239,619.469
donanemab,Whole_mAb,donanemab.py,454,8.851,49675.329,0.555,-0.335,-0.333,1.767,440.529,176.211,352.423,440.529,264.317,1013.216,44.053,396.476,616.740,704.846,132.159,220.264,440.529,616.740,352.423,1233.480,881.057,837.004,220.264,616.740
dostarlimab,Whole_mAb,dostarlimab.py,446,7.075,48803.771,0.552,-0.288,-0.286,1.556,627.803,179.372,403.587,313.901,358.744,1031.390,89.686,313.901,403.587,762.332,134.529,134.529,403.587,627.803,313.901,1345.291,941.704,582.960,269.058,762.332
drotokibart,Whole_mAb,drotokibart.py,452,8.745,49313.100,0.504,-0.145,-0.143,1.678,707.965,176.991,309.735,398.230,398.230,1061.947,44.248,442.478,309.735,884.956,176.991,221.239,486.726,486.726,530.973,1238.938,707.965,575.221,221.239,619.469
dupilumab,Whole_mAb,dupilumab.py,474,8.042,51773.399,0.540,-0.294,-0.292,1.467,464.135,168.776,464.135,379.747,295.359,1139.241,0.000,421.941,337.553,928.270,168.776,253.165,421.941,548.523,548.523,1308.017,717.300,590.717,168.776,675.105
durvalumab,Whole_mAb,durvalumab.py,458,8.062,50429.765,0.524,-0.334,-0.331,1.678,698.690,174.672,393.013,524.017,393.013,1091.703,0.000,305.677,349.345,873.362,87.336,174.672,393.013,611.354,611.354,1222.707,611.354,611.354,305.677,567.686
ebdarokimab,Whole_mAb,ebdarokimab.py,452,8.488,49913.464,0.531,-0.307,-0.305,1.678,663.717,176.991,309.735,398.230,353.982,929.204,0.000,530.973,309.735,530.973,265.487,132.743,530.973,796.460,486.726,1371.681,707.965,575.221,309.735,619.469
ebronucimab,Whole_mAb,ebronucimab.py,468,5.002,50014.306,0.547,-0.297,-0.298,1.600,555.556,170.940,512.821,384.615,384.615,1196.581,85.470,341.880,213.675,683.761,128.205,299.145,299.145,555.556,470.085,1709.402,598.291,726.496,213.675,470.085
eculizumab,Whole_mAb,eculizumab.py,458,5.227,50061.333,0.541,-0.276,-0.273,1.311,567.686,174.672,393.013,436.681,393.013,960.699,0.000,393.013,436.681,655.022,174.672,349.345,436.681,611.354,305.677,1222.707,917.031,742.358,262.009,567.686
edrecolomab,Whole_mAb,edrecolomab.py,446,8.430,48415.619,0.547,-0.335,-0.336,1.967,672.646,179.372,358.744,403.587,313.901,1031.390,44.843,313.901,582.960,627.803,179.372,313.901,403.587,627.803,269.058,1165.919,896.861,762.332,224.215,627.803
efalizumab,Whole_mAb,efalizumab.py,456,8.864,50449.996,0.561,-0.386,-0.384,1.322,482.456,175.439,394.737,350.877,394.737,1008.772,131.579,394.737,526.316,745.614,175.439,219.298,394.737,657.895,394.737,1228.070,877.193,570.175,219.298,657.895
elotuzumab,Whole_mAb,elotuzumab.py,452,5.872,49761.043,0.535,-0.318,-0.316,1.167,619.469,176.991,575.221,309.735,309.735,929.204,44.248,486.726,442.478,663.717,132.743,265.487,486.726,619.469,398.230,1238.938,663.717,707.965,309.735,619.469
emactuzumab,Whole_mAb,emactuzumab.py,444,8.454,48737.683,0.581,-0.401,-0.399,1.189,630.631,180.180,540.541,270.270,315.315,855.856,0.000,315.315,450.450,540.541,180.180,135.135,360.360,765.766,450.450,1261.261,1126.126,765.766,225.225,630.631
emapalumab,Whole_mAb,emapalumab.py,468,5.690,50482.938,0.560,-0.406,-0.408,1.711,512.821,170.940,470.085,341.880,299.145,1111.111,85.470,299.145,299.145,641.026,170.940,341.880,427.350,470.085,427.350,1709.402,726.496,641.026,299.145,555.556
empasiprubart,Whole_mAb,empasiprubart.py,458,5.963,50435.403,0.585,-0.511,-0.509,1.767,742.358,174.672,567.686,480.349,262.009,829.694,131.004,305.677,567.686,698.690,174.672,305.677,349.345,567.686,393.013,1179.039,829.694,611.354,174.672,655.022
enfortumab,Whole_mAb,enfortumab.py,448,8.488,48219.081,0.540,-0.244,-0.241,1.744,714.286,178.571,401.786,267.857,401.786,1026.786,0.000,401.786,357.143,580.357,178.571,267.857,401.786,625.000,401.786,1562.500,758.929,669.643,223.214,580.357
enlonstobart,Whole_mAb,enlonstobart.py,440,9.238,48279.514,0.545,-0.328,-0.326,1.678,727.273,181.818,318.182,363.636,318.182,909.091,45.455,318.182,363.636,818.182,90.909,318.182,409.091,636.364,590.909,1272.727,818.182,681.818,272.727,545.455
epratuzumab,Whole_mAb,epratuzumab.py,456,8.672,50843.853,0.596,-0.486,-0.484,1.040,614.035,175.439,394.737,394.737,394.737,745.614,131.579,394.737,570.175,614.035,87.719,307.018,350.877,614.035,350.877,1403.509,964.912,526.316,307.018,657.895
eptinezumab,Whole_mAb,eptinezumab.py,446,6.918,47674.826,0.520,-0.105,-0.103,1.778,627.803,269.058,448.430,269.058,269.058,1210.762,44.843,403.587,358.744,762.332,89.686,313.901,313.901,582.960,358.744,1210.762,762.332,896.861,224.215,582.960
erenumab,Whole_mAb,erenumab.py,480,9.157,51785.215,0.537,-0.264,-0.266,1.789,541.667,166.667,458.333,166.667,333.333,1166.667,83.333,333.333,416.667,708.333,125.000,375.000,375.000,500.000,458.333,1375.000,750.000,833.333,208.333,625.000
ersodetug,Whole_mAb,ersodetug.py,460,8.070,50974.336,0.548,-0.379,-0.377,1.433,478.261,173.913,565.217,347.826,347.826,1043.478,130.435,217.391,347.826,739.130,217.391,260.870,347.826,521.739,608.696,1217.391,695.652,869.565,260.870,608.696
etesevimab,Whole_mAb,etesevimab.py,456,8.055,49536.946,0.539,-0.184,-0.182,1.844,570.175,175.439,394.737,307.018,350.877,964.912,0.000,350.877,307.018,833.333,219.298,219.298,438.596,614.035,438.596,1535.088,745.614,701.754,175.439,657.895
etrolizumab,Whole_mAb,etrolizumab.py,448,8.489,48619.468,0.554,-0.317,-0.314,1.589,491.071,178.571,401.786,312.500,446.429,1071.429,44.643,401.786,401.786,758.929,89.286,312.500,401.786,625.000,401.786,1517.857,803.571,580.357,223.214,535.714
evinacumab,Whole_mAb,evinacumab.py,466,6.675,50702.037,0.536,-0.254,-0.252,1.833,643.777,171.674,557.940,300.429,472.103,1030.043,0.000,515.021,429.185,686.695,171.674,257.511,343.348,600.858,429.185,1373.391,729.614,557.940,214.592,515.021
evolocumab,Whole_mAb,evolocumab.py,448,8.054,47487.969,0.562,-0.368,-0.370,1.440,625.000,178.571,312.500,357.143,133.929,1205.357,44.643,223.214,401.786,535.714,267.857,357.143,357.143,535.714,312.500,1517.857,982.143,803.571,223.214,625.000
farletuzumab,Whole_mAb,farletuzumab.py,458,8.065,49678.519,0.537,-0.321,-0.319,1.311,567.686,174.672,436.681,262.009,393.013,1091.703,87.336,393.013,349.345,567.686,131.004,218.341,524.017,567.686,393.013,1572.052,698.690,655.022,305.677,611.354
fasinumab,Whole_mAb,fasinumab.py,452,5.927,49526.792,0.553,-0.371,-0.369,1.733,619.469,176.991,442.478,486.726,398.230,929.204,44.248,398.230,486.726,619.469,176.991,221.239,398.230,752.212,398.230,1106.195,973.451,707.965,221.239,442.478
feladilimab,Whole_mAb,feladilimab.py,454,7.112,49828.848,0.568,-0.360,-0.358,1.678,616.740,176.211,352.423,396.476,308.370,969.163,132.159,352.423,440.529,660.793,176.211,220.264,396.476,616.740,308.370,1365.639,881.057,616.740,220.264,792.952
fianlimab,Whole_mAb,fianlimab.py,460,8.921,50349.766,0.535,-0.290,-0.288,1.678,695.652,173.913,391.304,347.826,347.826,1043.478,43.478,391.304,347.826,695.652,130.435,217.391,391.304,608.696,565.217,1217.391,826.087,695.652,260.870,608.696
ficlatuzumab,Whole_mAb,ficlatuzumab.py,450,6.360,49596.624,0.573,-0.436,-0.433,1.633,577.778,177.778,400.000,444.444,266.667,888.889,133.333,311.111,488.889,666.667,177.778,400.000,400.000,666.667,311.111,1155.556,888.889,755.556,222.222,666.667
finotonlimab,Whole_mAb,finotonlimab.py,458,8.508,50007.246,0.528,-0.327,-0.325,1.678,611.354,174.672,305.677,480.349,480.349,1091.703,43.668,262.009,349.345,742.358,174.672,305.677,436.681,567.686,524.017,1353.712,698.690,655.022,262.009,480.349
fremanezumab,Whole_mAb,fremanezumab.py,458,8.041,50249.622,0.533,-0.224,-0.221,1.678,873.362,174.672,262.009,524.017,349.345,917.031,43.668,393.013,349.345,917.031,43.668,305.677,393.013,524.017,480.349,1222.707,698.690,567.686,218.341,742.358
freneslerbart,Whole_mAb,freneslerbart.py,452,9.172,49240.606,0.549,-0.235,-0.232,1.856,663.717,176.991,353.982,265.487,265.487,929.204,0.000,398.230,353.982,796.460,88.496,353.982,398.230,619.469,530.973,1371.681,752.212,796.460,176.991,707.965
frexalimab,Whole_mAb,frexalimab.py,454,8.407,50091.177,0.581,-0.398,-0.399,1.422,396.476,176.211,528.634,264.317,396.476,925.110,44.053,484.581,528.634,704.846,88.106,264.317,528.634,440.529,352.423,1453.744,925.110,484.581,176.211,837.004
fulranumab,Whole_mAb,fulranumab.py,460,8.065,50139.385,0.543,-0.215,-0.212,2.300,652.174,173.913,478.261,304.348,391.304,956.522,86.957,434.783,347.826,826.087,130.435,173.913,347.826,565.217,478.261,1608.696,608.696,608.696,217.391,608.696
futuximab,Whole_mAb,futuximab.py,460,5.925,50735.400,0.609,-0.507,-0.508,0.967,347.826,173.913,521.739,347.826,260.870,913.043,130.435,347.826,434.783,652.174,173.913,347.826,347.826,608.696,347.826,1434.783,1043.478,652.174,217.391,695.652
galcanezumab,Whole_mAb,galcanezumab.py,452,8.831,49194.510,0.558,-0.353,-0.351,1.040,619.469,176.991,442.478,309.735,309.735,1061.947,44.248,398.230,619.469,530.973,176.991,88.496,398.230,663.717,309.735,1283.186,929.204,707.965,221.239,707.965
ganitumab,Whole_mAb,ganitumab.py,462,8.493,50019.458,0.532,-0.290,-0.291,1.500,389.610,173.160,389.610,303.030,216.450,1038.961,129.870,389.610,432.900,822.511,129.870,303.030,562.771,562.771,346.320,1515.152,735.931,779.221,346.320,432.900
gantenerumab,Whole_mAb,gantenerumab.py,468,9.187,50584.141,0.530,-0.221,-0.219,1.678,811.966,170.940,299.145,341.880,341.880,1025.641,42.735,341.880,341.880,811.966,128.205,256.410,427.350,512.821,555.556,1324.786,811.966,641.026,170.940,641.026
garadacimab,Whole_mAb,garadacimab.py,476,9.172,51200.767,0.521,-0.244,-0.246,1.567,714.286,168.067,378.151,252.101,210.084,1134.454,42.017,378.151,336.134,882.353,84.034,294.118,504.202,504.202,546.218,1344.538,672.269,672.269,210.084,672.269
garetosmab,Whole_mAb,garetosmab.py,468,9.139,50145.772,0.517,-0.132,-0.133,2.033,512.821,170.940,213.675,341.880,427.350,1111.111,42.735,512.821,341.880,769.231,85.470,85.470,555.556,598.291,427.350,1623.932,897.436,598.291,256.410,427.350
gemtuzumab,Whole_mAb,gemtuzumab.py,454,8.041,49850.904,0.564,-0.425,-0.422,1.133,572.687,176.211,396.476,396.476,352.423,881.057,44.053,352.423,528.634,660.793,88.106,440.529,484.581,660.793,308.370,1189.427,925.110,704.846,264.317,572.687
gevokizumab,Whole_mAb,gevokizumab.py,454,8.922,49875.571,0.555,-0.282,-0.283,1.211,396.476,176.211,484.581,220.264,352.423,881.057,88.106,440.529,572.687,925.110,132.159,176.211,396.476,704.846,308.370,1497.797,925.110,572.687,352.423,396.476
golimumab,Whole_mAb,golimumab.py,468,8.908,51252.682,0.526,-0.312,-0.309,1.689,854.701,170.940,427.350,299.145,384.615,982.906,42.735,341.880,299.145,683.761,170.940,341.880,470.085,555.556,598.291,1196.581,641.026,641.026,213.675,683.761
gotistobart,Whole_mAb,gotistobart.py,464,7.108,50902.120,0.565,-0.314,-0.315,1.478,517.241,172.414,387.931,301.724,301.724,948.276,129.310,387.931,474.138,948.276,43.103,301.724,431.034,646.552,215.517,1293.103,991.379,517.241,258.621,732.759
gumokimab,Whole_mAb,gumokimab.py,462,8.440,50822.128,0.576,-0.281,-0.282,1.433,346.320,173.160,476.190,216.450,303.030,822.511,129.870,346.320,432.900,822.511,86.580,216.450,476.190,519.481,346.320,1601.732,952.381,779.221,259.740,692.641
guselkumab,Whole_mAb,guselkumab.py,456,8.694,49102.416,0.526,-0.259,-0.261,1.867,526.316,175.439,394.737,263.158,219.298,1140.351,43.860,438.596,526.316,701.754,131.579,175.439,526.316,570.175,263.158,1578.947,657.895,701.754,350.877,614.035
ianalumab,Whole_mAb,ianalumab.py,464,9.089,50750.216,0.547,-0.263,-0.264,1.678,560.345,172.414,344.828,258.621,301.724,818.966,0.000,474.138,344.828,818.966,43.103,215.517,560.345,732.759,474.138,1637.931,732.759,646.552,301.724,560.345
ibalizumab,Whole_mAb,ibalizumab.py,468,6.897,51973.180,0.590,-0.484,-0.485,1.678,598.291,170.940,512.821,384.615,256.410,854.701,42.735,299.145,598.291,641.026,170.940,256.410,341.880,683.761,299.145,1239.316,897.436,683.761,256.410,811.966
ibritumomab,Whole_mAb,ibritumomab.py,456,9.104,49741.051,0.553,-0.325,-0.325,1.967,877.193,175.439,219.298,307.018,307.018,789.474,87.719,263.158,526.316,526.316,219.298,263.158,526.316,570.175,263.158,1535.088,833.333,657.895,307.018,745.614
ifinatamab,Whole_mAb,ifinatamab.py,456,8.001,50712.162,0.553,-0.395,-0.393,1.678,657.895,175.439,307.018,482.456,307.018,833.333,87.719,350.877,438.596,657.895,175.439,307.018,570.175,570.175,394.737,1184.211,789.474,657.895,263.158,789.474
imsidolimab,Whole_mAb,imsidolimab.py,464,9.188,51339.922,0.530,-0.225,-0.223,1.678,517.241,172.414,344.828,344.828,344.828,862.069,129.310,344.828,474.138,775.862,344.828,258.621,474.138,560.345,474.138,1077.586,948.276,818.966,215.517,517.241
inebilizumab,Whole_mAb,inebilizumab.py,464,5.291,50807.944,0.547,-0.368,-0.365,1.678,431.034,172.414,517.241,517.241,603.448,1034.483,43.103,387.931,517.241,603.448,129.310,344.828,387.931,560.345,387.931,1206.897,862.069,732.759,215.517,344.828
infliximab,Whole_mAb,infliximab.py,454,5.830,50186.962,0.581,-0.404,-0.405,1.956,396.476,176.211,396.476,572.687,396.476,925.110,176.211,484.581,352.423,616.740,176.211,308.370,308.370,440.529,484.581,1674.009,704.846,616.740,264.317,528.634
inotuzumab,Whole_mAb,inotuzumab.py,466,9.033,51252.414,0.558,-0.382,-0.380,1.289,557.940,171.674,300.429,343.348,386.266,1072.961,128.755,343.348,386.266,600.858,85.837,343.348,386.266,600.858,472.103,1201.717,944.206,729.614,257.511,686.695
ipilimumab,Whole_mAb,ipilimumab.py,452,8.934,49642.893,0.531,-0.310,-0.308,1.678,619.469,176.991,353.982,353.982,442.478,1106.195,44.248,353.982,309.735,796.460,88.496,221.239,442.478,619.469,575.221,1238.938,796.460,575.221,265.487,619.469
isatuximab,Whole_mAb,isatuximab.py,454,7.105,49532.524,0.564,-0.369,-0.366,1.467,660.793,176.211,572.687,220.264,264.317,1013.216,132.159,352.423,528.634,528.634,176.211,44.053,396.476,748.899,264.317,1277.533,881.057,748.899,220.264,792.952
itepekimab,Whole_mAb,itepekimab.py,458,8.769,49266.263,0.541,-0.283,-0.281,1.844,698.690,174.672,393.013,305.677,349.345,1091.703,43.668,436.681,349.345,655.022,174.672,262.009,349.345,567.686,480.349,1528.384,829.694,567.686,262.009,480.349
itolizumab,Whole_mAb,itolizumab.py,452,8.674,49564.878,0.575,-0.372,-0.370,1.289,575.221,176.991,619.469,309.735,265.487,929.204,44.248,398.230,530.973,840.708,176.991,88.496,353.982,442.478,530.973,1548.673,752.212,530.973,176.991,707.965
ixekizumab,Whole_mAb,ixekizumab.py,462,8.885,51066.758,0.563,-0.325,-0.323,1.678,389.610,173.160,389.610,346.320,346.320,952.381,216.450,389.610,432.900,649.351,173.160,173.160,432.900,606.061,476.190,1255.411,909.091,865.801,173.160,649.351
lanadelumab,Whole_mAb,lanadelumab.py,456,8.922,50159.902,0.539,-0.252,-0.250,1.222,570.175,175.439,394.737,350.877,350.877,1008.772,43.860,526.316,394.737,701.754,219.298,175.439,350.877,614.035,526.316,1315.789,833.333,614.035,263.158,570.175
latozinemab,Whole_mAb,latozinemab.py,468,8.438,50584.105,0.543,-0.285,-0.286,1.489,427.350,170.940,341.880,341.880,170.940,1111.111,42.735,470.085,427.350,811.966,128.205,170.940,555.556,683.761,341.880,1452.991,769.231,683.761,213.675,683.761
lebrikizumab,Whole_mAb,lebrikizumab.py,458,5.418,49905.544,0.541,-0.280,-0.282,1.767,567.686,174.672,567.686,305.677,218.341,829.694,43.668,393.013,480.349,829.694,262.009,436.681,524.017,524.017,305.677,1179.039,873.362,742.358,218.341,524.017
lecanemab,Whole_mAb,lecanemab.py,472,8.714,51368.907,0.530,-0.252,-0.250,1.433,423.729,169.492,338.983,381.356,423.729,1186.441,127.119,381.356,338.983,677.966,169.492,211.864,508.475,423.729,508.475,1440.678,677.966,762.712,169.492,677.966
lemzoparlimab,Whole_mAb,lemzoparlimab.py,462,8.910,50197.962,0.524,-0.345,-0.343,1.511,779.221,173.160,432.900,432.900,259.740,1038.961,0.000,432.900,519.481,822.511,173.160,389.610,432.900,562.771,519.481,1038.961,692.641,606.061,216.450,476.190
lenvervimab,Whole_mAb,lenvervimab.py,472,8.702,51801.357,0.559,-0.273,-0.271,1.722,466.102,169.492,550.847,254.237,296.610,932.203,0.000,381.356,466.102,847.458,84.746,254.237,338.983,508.475,466.102,1398.305,932.203,762.712,296.610,593.220
lerdelimumab,Whole_mAb,lerdelimumab.py,448,8.078,48370.962,0.554,-0.365,-0.367,1.440,669.643,178.571,491.071,357.143,223.214,1116.071,89.286,267.857,312.500,758.929,89.286,312.500,312.500,535.714,580.357,1383.929,714.286,803.571,223.214,580.357
leronlimab,Whole_mAb,leronlimab.py,468,8.045,51310.808,0.538,-0.291,-0.289,1.678,384.615,170.940,341.880,427.350,384.615,1111.111,128.205,384.615,470.085,811.966,85.470,341.880,470.085,470.085,341.880,1282.051,769.231,726.496,256.410,641.026
levilimab,Whole_mAb,levilimab.py,462,8.026,49922.891,0.541,-0.268,-0.265,1.167,779.221,173.160,432.900,259.740,259.740,1038.961,43.290,303.030,346.320,779.221,86.580,216.450,346.320,779.221,389.610,1341.991,779.221,735.931,259.740,649.351
