Sequence_Name,Source_File,Sequence_Length,pI,MW,Polar_Pct,A_Pct,L_Pct,V_Pct,I_Pct,P_Pct,F_Pct,W_Pct,M_Pct,G_Pct,GRAVY_Score,Avg_KD_Hydrophobicity,Max_KD_Hydrophobicity
Atisnolerbart_Bet-v-1_Heavy_Chain_1,atisnolerbart.py,120,7.95,13365.77,52.50,750.00,416.67,833.33,333.33,166.67,500.00,500.00,250.00,1000.00,-0.24,-0.22,1.65
Atisnolerbart_Bet-v-1_Light_Chain_1,atisnolerbart.py,108,8.06,11677.85,54.63,648.15,833.33,370.37,462.96,648.15,370.37,185.19,0.00,1018.52,-0.35,-0.35,1.66
Avelumab_PDL1-CD274_Heavy_Chain_1,avelumab.py,120,8.65,13037.65,50.00,583.33,916.67,833.33,416.67,250.00,333.33,250.00,250.00,1166.67,0.01,0.03,1.65
Avelumab_PDL1-CD274_Light_Chain_1,avelumab.py,110,7.96,11476.38,60.00,545.45,454.55,727.27,363.64,454.55,181.82,90.91,90.91,1090.91,-0.39,-0.40,1.52
Balstilimab_PDCD1-CD279-PD1_Heavy_Chain_1,balstilimab.py,113,8.64,12393.66,53.10,707.96,707.96,973.45,176.99,176.99,265.49,353.98,176.99,1150.44,-0.31,-0.29,1.65
Balstilimab_PDCD1-CD279-PD1_Light_Chain_1,balstilimab.py,107,9.11,11616.84,55.14,841.12,654.21,467.29,467.29,560.75,373.83,186.92,93.46,841.12,-0.35,-0.36,1.28
Bamlanivimab_SARS-CoV-2-Spike_Heavy_Chain_1,bamlanivimab.py,125,9.08,13779.36,53.60,1040.00,400.00,880.00,480.00,240.00,160.00,240.00,240.00,960.00,-0.24,-0.22,2.01
Bamlanivimab_SARS-CoV-2-Spike_Light_Chain_1,bamlanivimab.py,107,9.01,11561.75,59.81,560.75,654.21,373.83,560.75,560.75,373.83,93.46,93.46,747.66,-0.37,-0.37,1.84
Barzolvolimab_KIT-CD117_Heavy_Chain_1,barzolvolimab.py,116,9.23,12889.28,56.90,862.07,517.24,775.86,258.62,258.62,344.83,258.62,86.21,948.28,-0.40,-0.38,1.23
Barzolvolimab_KIT-CD117_Light_Chain_1,barzolvolimab.py,107,8.96,11693.87,57.94,654.21,373.83,654.21,467.29,560.75,467.29,93.46,93.46,841.12,-0.46,-0.47,1.28
Basiliximab_IL2RA-CD25_Heavy_Chain_1,basiliximab.py,117,8.56,13083.43,57.26,769.23,598.29,512.82,256.41,256.41,341.88,341.88,256.41,940.17,-0.45,-0.44,1.14
Basiliximab_IL2RA-CD25_Light_Chain_1,basiliximab.py,104,9.20,11214.36,60.58,769.23,288.46,288.46,480.77,480.77,192.31,192.31,384.62,865.38,-0.52,-0.52,0.84
Bavituximab_Phosphatidylserine_Heavy_Chain_1,bavituximab.py,120,7.98,13322.63,59.17,500.00,583.33,750.00,166.67,250.00,250.00,333.33,166.67,1083.33,-0.54,-0.54,1.22
Bavituximab_Phosphatidylserine_Light_Chain_1,bavituximab.py,107,4.89,11524.64,58.88,373.83,1121.50,373.83,467.29,467.29,280.37,93.46,93.46,841.12,-0.33,-0.33,0.76
Bebtelovimab_SARS-CoV-2-Spike-RBD_Heavy_Chain_1,bebtelovimab.py,119,8.62,13147.85,54.62,336.13,1092.44,672.27,588.24,504.20,252.10,336.13,84.03,672.27,-0.14,-0.13,1.65
Bebtelovimab_SARS-CoV-2-Spike-RBD_Light_Chain_1,bebtelovimab.py,109,5.04,11359.27,57.80,733.94,550.46,550.46,458.72,458.72,275.23,91.74,91.74,1009.17,-0.29,-0.31,1.44
Becotatug_EGFR-ERBB1-HER1_Heavy_Chain_1,becotatug.py,119,4.83,13064.35,54.62,588.24,1008.40,924.37,168.07,336.13,336.13,336.13,0.00,840.34,-0.15,-0.14,1.65
Becotatug_EGFR-ERBB1-HER1_Light_Chain_1,becotatug.py,107,5.27,11821.97,60.75,467.29,560.75,280.37,841.12,560.75,373.83,186.92,0.00,654.21,-0.57,-0.57,1.66
Bedinvetmab_NGFB-(Canine)_Heavy_Chain_1,bedinvetmab.py,125,7.09,13572.06,50.40,560.00,720.00,1040.00,240.00,240.00,320.00,320.00,240.00,1280.00,-0.19,-0.17,2.52
Bedinvetmab_NGFB-(Canine)_Light_Chain_1,bedinvetmab.py,110,4.96,11384.44,50.00,545.45,1000.00,727.27,363.64,454.55,363.64,90.91,0.00,1454.55,-0.08,-0.09,1.58
Belantamab_TNFRSF17-CD269-BCMA-TNFRSF13A_Heavy_Chain_1,belantamab.py,121,8.56,13325.66,57.02,743.80,495.87,909.09,165.29,165.29,165.29,330.58,247.93,1074.38,-0.48,-0.46,1.65
Belantamab_TNFRSF17-CD269-BCMA-TNFRSF13A_Light_Chain_1,belantamab.py,107,8.60,11885.14,59.81,373.83,841.12,280.37,560.75,560.75,373.83,186.92,93.46,747.66,-0.48,-0.48,0.93
Belimumab_Heavy_Chain_1,belimumab.py,123,9.14,13226.74,50.41,894.31,650.41,731.71,325.20,406.50,325.20,243.90,325.20,1056.91,-0.28,-0.28,1.42
Belimumab_Light_Chain_1,belimumab.py,108,4.83,11470.32,56.48,740.74,648.15,740.74,277.78,462.96,185.19,185.19,0.00,1111.11,-0.45,-0.47,1.52
Belrestotug_TIGIT-WUCAM-VSTM3_Heavy_Chain_1,belrestotug.py,121,7.96,13239.63,56.20,661.16,413.22,1074.38,165.29,247.93,165.29,330.58,330.58,991.74,-0.32,-0.30,1.22
Belrestotug_TIGIT-WUCAM-VSTM3_Light_Chain_1,belrestotug.py,108,8.70,11776.04,52.78,648.15,833.33,370.37,462.96,740.74,462.96,185.19,0.00,1018.52,-0.33,-0.33,1.66
Bemarituzumab_FGFR2-CD332_Heavy_Chain_1,bemarituzumab.py,114,7.94,12435.62,57.02,789.47,438.60,877.19,350.88,263.16,263.16,263.16,87.72,964.91,-0.39,-0.37,1.65
Bemarituzumab_FGFR2-CD332_Light_Chain_1,bemarituzumab.py,107,8.60,11617.77,59.81,560.75,467.29,467.29,560.75,560.75,373.83,93.46,93.46,841.12,-0.45,-0.45,0.90
Benmelstobart_PDL1-CD274_Heavy_Chain_1,benmelstobart.py,116,8.64,12891.62,51.72,517.24,948.28,862.07,344.83,431.03,258.62,344.83,344.83,775.86,-0.07,-0.06,1.65
Benmelstobart_PDL1-CD274_Light_Chain_1,benmelstobart.py,107,6.31,11786.94,58.88,654.21,467.29,467.29,560.75,560.75,467.29,93.46,93.46,747.66,-0.45,-0.46,0.84
Benralizumab_IL5RA-CD125_Heavy_Chain_1,benralizumab.py,121,9.10,13453.00,56.20,413.22,661.16,991.74,330.58,247.93,165.29,247.93,165.29,1157.02,-0.38,-0.36,1.65
Benralizumab_IL5RA-CD125_Light_Chain_1,benralizumab.py,107,6.75,11755.97,58.88,280.37,747.66,373.83,654.21,560.75,373.83,93.46,93.46,934.58,-0.41,-0.41,0.93
Bentracimab_AR-C124910XX_Heavy_Chain_1,bentracimab.py,129,5.55,13854.19,51.16,1007.75,542.64,697.67,387.60,387.60,387.60,310.08,155.04,1007.75,-0.21,-0.20,1.65
Bentracimab_AR-C124910XX_Light_Chain_1,bentracimab.py,110,7.95,11491.64,50.91,727.27,727.27,727.27,454.55,636.36,181.82,181.82,0.00,1272.73,-0.25,-0.26,1.52
Betinukibart_IL17A_Heavy_Chain_1,betinukibart.py,117,4.85,12939.18,53.85,683.76,427.35,769.23,256.41,256.41,512.82,427.35,170.94,1111.11,-0.30,-0.29,1.33
Betinukibart_IL17A_Light_Chain_1,betinukibart.py,112,6.44,12193.51,53.57,178.57,803.57,892.86,357.14,803.57,357.14,178.57,89.29,982.14,-0.28,-0.29,1.22
Bevacizumab_VEGFA_Heavy_Chain_1,bevacizumab.py,123,6.99,13727.09,52.85,731.71,731.71,731.71,81.30,325.20,406.50,406.50,162.60,1138.21,-0.33,-0.31,1.65
Bevacizumab_VEGFA_Light_Chain_1,bevacizumab.py,107,6.75,11703.85,58.88,373.83,560.75,560.75,560.75,560.75,467.29,186.92,93.46,747.66,-0.34,-0.34,1.72
Bezlotoxumab_Clostridium-difficile-Toxin-A_Heavy_Chain_1,bezlotoxumab.py,119,9.18,13221.70,53.78,588.24,420.17,672.27,420.17,252.10,336.13,504.20,336.13,1092.44,-0.38,-0.36,1.33
Bezlotoxumab_Clostridium-difficile-Toxin-A_Light_Chain_1,bezlotoxumab.py,108,8.06,11681.84,55.56,648.15,833.33,370.37,462.96,555.56,370.37,185.19,0.00,1018.52,-0.34,-0.34,1.66
Bimekizumab_IL17A_Heavy_Chain_1,bimekizumab.py,125,8.03,13942.39,52.80,800.00,800.00,720.00,240.00,320.00,320.00,320.00,160.00,1040.00,-0.33,-0.31,1.65
Bimekizumab_IL17A_Light_Chain_1,bimekizumab.py,107,6.80,11864.17,56.07,467.29,747.66,560.75,560.75,560.75,373.83,280.37,93.46,747.66,-0.38,-0.39,1.68
Bintrafusp_PDL1-CD274_Heavy_Chain_1,bintrafusp.py,120,8.65,13037.65,50.00,583.33,916.67,833.33,416.67,250.00,333.33,250.00,250.00,1166.67,0.01,0.03,1.65
Bintrafusp_PDL1-CD274_Light_Chain_1,bintrafusp.py,110,7.96,11476.38,60.00,545.45,454.55,727.27,363.64,454.55,181.82,90.91,90.91,1090.91,-0.39,-0.40,1.52
Birtamimab_SAA1_Heavy_Chain_1,birtamimab.py,119,8.59,13268.67,55.46,840.34,756.30,672.27,336.13,252.10,336.13,252.10,168.07,840.34,-0.32,-0.30,1.65
Birtamimab_SAA1_Light_Chain_1,birtamimab.py,112,7.99,12129.47,54.46,178.57,714.29,982.14,357.14,714.29,446.43,89.29,89.29,982.14,-0.25,-0.26,1.22
Bococizumab_PCSK9_Heavy_Chain_1,bococizumab.py,118,8.93,13158.60,58.47,593.22,508.47,932.20,84.75,338.98,254.24,254.24,338.98,847.46,-0.49,-0.47,1.22
Bococizumab_PCSK9_Light_Chain_1,bococizumab.py,107,9.43,11778.08,57.94,654.21,654.21,280.37,654.21,467.29,373.83,186.92,93.46,841.12,-0.38,-0.38,0.90
Brazikumab_IL23A_Heavy_Chain_1,brazikumab.py,124,6.77,13833.21,53.23,725.81,564.52,887.10,241.94,241.94,322.58,403.23,241.94,1048.39,-0.35,-0.33,1.42
Brazikumab_IL23A_Light_Chain_1,brazikumab.py,111,5.57,11452.39,52.25,630.63,720.72,720.72,270.27,630.63,180.18,180.18,0.00,1441.44,-0.29,-0.30,1.44
Bremzalerbart_Bet-v-1_Heavy_Chain_1,bremzalerbart.py,116,6.28,12607.83,56.03,344.83,603.45,862.07,517.24,344.83,172.41,344.83,86.21,1120.69,-0.19,-0.19,1.22
Bremzalerbart_Bet-v-1_Light_Chain_1,bremzalerbart.py,107,9.15,11763.09,52.34,747.66,841.12,280.37,560.75,747.66,654.21,186.92,0.00,747.66,-0.33,-0.34,1.66
Brentuximab_TNFRSF8-CD30_Heavy_Chain_1,brentuximab.py,117,8.53,12940.31,54.70,683.76,427.35,683.76,427.35,341.88,427.35,427.35,85.47,1025.64,-0.34,-0.35,1.74
Brentuximab_TNFRSF8-CD30_Light_Chain_1,brentuximab.py,111,4.46,11981.05,54.05,810.81,630.63,450.45,540.54,630.63,360.36,180.18,90.09,900.90,-0.44,-0.44,1.66
Brodalumab_IL17RA-CD217_Heavy_Chain_1,brodalumab.py,116,9.36,12935.36,57.76,689.66,603.45,862.07,172.41,172.41,172.41,344.83,258.62,948.28,-0.41,-0.39,1.65
Brodalumab_IL17RA-CD217_Light_Chain_1,brodalumab.py,107,6.43,11501.66,53.27,841.12,654.21,560.75,373.83,654.21,467.29,186.92,93.46,841.12,-0.29,-0.29,1.28
Burosumab_FGF23_Heavy_Chain_1,burosumab.py,117,7.98,12855.31,54.70,683.76,341.88,1025.64,341.88,256.41,341.88,256.41,427.35,854.70,-0.27,-0.25,1.33
Burosumab_FGF23_Light_Chain_1,burosumab.py,106,6.33,11370.54,54.72,660.38,754.72,471.70,566.04,566.04,566.04,94.34,0.00,849.06,-0.19,-0.20,1.26
Camrelizumab_PDCD1-CD279-PD1_Heavy_Chain_1,camrelizumab.py,116,8.03,12651.99,51.72,775.86,775.86,775.86,172.41,258.62,344.83,258.62,258.62,1206.90,-0.21,-0.19,1.22
Camrelizumab_PDCD1-CD279-PD1_Light_Chain_1,camrelizumab.py,107,6.27,11537.85,53.27,560.75,747.66,467.29,654.21,560.75,373.83,280.37,93.46,934.58,-0.12,-0.12,1.58
Canakinumab_IL1B_Heavy_Chain_1,canakinumab.py,118,7.95,13105.51,50.85,677.97,762.71,932.20,254.24,254.24,338.98,338.98,169.49,1186.44,-0.29,-0.27,1.65
Canakinumab_IL1B_Light_Chain_1,canakinumab.py,107,6.99,11610.80,57.94,560.75,654.21,467.29,560.75,654.21,560.75,93.46,0.00,654.21,-0.37,-0.37,1.66
Cemiplimab_PDCD1-CD279-PD1_Heavy_Chain_1,cemiplimab.py,117,8.04,12741.14,49.57,427.35,854.70,854.70,256.41,170.94,512.82,341.88,170.94,1452.99,-0.15,-0.13,1.65
Cemiplimab_PDCD1-CD279-PD1_Light_Chain_1,cemiplimab.py,107,6.74,11507.66,54.21,560.75,747.66,373.83,560.75,654.21,654.21,93.46,93.46,841.12,-0.18,-0.16,1.84
Cendakimab_IL13_Heavy_Chain_1,cendakimab.py,123,8.01,13761.49,54.47,406.50,1056.91,894.31,325.20,487.80,81.30,406.50,162.60,731.71,-0.22,-0.21,1.65
Cendakimab_IL13_Light_Chain_1,cendakimab.py,107,8.98,11655.95,57.94,373.83,841.12,373.83,654.21,560.75,280.37,93.46,93.46,934.58,-0.41,-0.41,1.33
Cetrelimab_PDCD1-CD279-PD1_Heavy_Chain_1,cetrelimab.py,123,5.25,13062.42,51.22,1056.91,569.11,813.01,406.50,325.20,243.90,243.90,162.60,1056.91,-0.13,-0.11,1.66
Cetrelimab_PDCD1-CD279-PD1_Light_Chain_1,cetrelimab.py,107,8.70,11798.09,54.21,841.12,934.58,373.83,467.29,654.21,373.83,186.92,0.00,747.66,-0.35,-0.35,1.66
Cetuximab_EGFR-ERBB1-HER1_Heavy_Chain_1,cetuximab.py,119,8.60,13223.61,55.46,420.17,840.34,756.30,336.13,336.13,420.17,336.13,84.03,924.37,-0.28,-0.28,2.08
Cetuximab_EGFR-ERBB1-HER1_Light_Chain_1,cetuximab.py,107,5.70,11679.78,57.94,373.83,747.66,373.83,841.12,467.29,373.83,186.92,0.00,841.12,-0.36,-0.36,1.58
Cilgavimab_SARS-CoV-2-Spike-RBD_Heavy_Chain_1,cilgavimab.py,131,8.00,14224.81,51.15,534.35,763.36,839.69,229.01,381.68,305.34,305.34,152.67,1374.05,-0.32,-0.30,1.65
Cilgavimab_SARS-CoV-2-Spike-RBD_Light_Chain_1,cilgavimab.py,112,6.38,12308.62,57.14,625.00,803.57,535.71,446.43,446.43,267.86,178.57,178.57,803.57,-0.37,-0.37,1.28
Clazakizumab_IL6_Heavy_Chain_1,clazakizumab.py,120,4.73,13019.25,52.50,833.33,916.67,750.00,333.33,166.67,250.00,333.33,83.33,1083.33,-0.20,-0.18,1.65
Clazakizumab_IL6_Light_Chain_1,clazakizumab.py,110,8.67,11763.96,56.36,727.27,727.27,363.64,636.36,454.55,363.64,90.91,90.91,909.09,-0.32,-0.34,1.16
Cobolimab_HAVCR2-TIM3_Heavy_Chain_1,cobolimab.py,113,5.13,12210.37,54.87,619.47,796.46,707.96,176.99,176.99,265.49,265.49,265.49,1238.94,-0.27,-0.25,1.39
Cobolimab_HAVCR2-TIM3_Light_Chain_1,cobolimab.py,107,9.30,11549.83,56.07,560.75,747.66,467.29,560.75,560.75,373.83,93.46,93.46,934.58,-0.32,-0.32,1.61
Comekibart_IL4R-CD124_Heavy_Chain_1,comekibart.py,122,8.62,13328.83,52.46,819.67,737.70,901.64,327.87,163.93,245.90,245.90,245.90,1065.57,-0.13,-0.11,1.65
Comekibart_IL4R-CD124_Light_Chain_1,comekibart.py,107,8.64,11774.08,57.94,467.29,841.12,280.37,747.66,560.75,373.83,93.46,93.46,747.66,-0.35,-0.35,1.06
Concizumab_TFPI_Heavy_Chain_1,concizumab.py,121,5.33,13202.47,54.55,743.80,743.80,743.80,165.29,247.93,330.58,247.93,247.93,1074.38,-0.36,-0.34,1.22
Concizumab_TFPI_Light_Chain_1,concizumab.py,112,5.15,12077.51,52.68,267.86,1071.43,714.29,535.71,625.00,357.14,89.29,89.29,982.14,-0.12,-0.13,2.92
Cosibelimab_PDL1-CD274_Heavy_Chain_1,cosibelimab.py,120,8.06,12811.26,49.17,1000.00,416.67,916.67,416.67,250.00,416.67,250.00,250.00,1166.67,-0.12,-0.10,1.92
Cosibelimab_PDL1-CD274_Light_Chain_1,cosibelimab.py,112,5.13,12178.07,63.39,267.86,446.43,625.00,535.71,535.71,267.86,89.29,89.29,803.57,-0.62,-0.64,1.44
Crizanlizumab_SELP-CD62_Heavy_Chain_1,crizanlizumab.py,122,7.89,13569.06,55.74,573.77,409.84,983.61,245.90,245.90,163.93,327.87,327.87,1147.54,-0.49,-0.47,1.65
Crizanlizumab_SELP-CD62_Light_Chain_1,crizanlizumab.py,111,4.87,11972.06,58.56,540.54,630.63,450.45,450.45,540.54,360.36,90.09,180.18,900.90,-0.49,-0.49,1.54
Crovalimab_C5_Heavy_Chain_1,crovalimab.py,123,7.01,13264.73,50.41,975.61,569.11,975.61,162.60,325.20,162.60,325.20,325.20,1138.21,-0.20,-0.18,1.65
Crovalimab_C5_Light_Chain_1,crovalimab.py,110,7.95,11559.64,57.27,545.45,545.45,454.55,545.45,454.55,363.64,90.91,90.91,1181.82,-0.37,-0.37,0.94
Daclizumab_IL2RA-CD25_Heavy_Chain_1,daclizumab.py,116,7.92,12774.04,57.76,689.66,431.03,862.07,258.62,258.62,258.62,258.62,172.41,1034.48,-0.47,-0.45,1.65
Daclizumab_IL2RA-CD25_Light_Chain_1,daclizumab.py,106,8.64,11467.70,58.49,566.04,660.38,471.70,471.70,566.04,377.36,94.34,188.68,754.72,-0.30,-0.30,1.04
Dafsolimab_CD3E_Heavy_Chain_1,dafsolimab.py,120,8.86,13327.61,60.83,750.00,416.67,583.33,250.00,250.00,166.67,250.00,333.33,916.67,-0.57,-0.56,1.22
Dafsolimab_CD3E_Light_Chain_1,dafsolimab.py,106,8.62,11378.60,57.55,849.06,566.04,377.36,377.36,471.70,188.68,283.02,377.36,754.72,-0.33,-0.33,1.66
Daratumumab_ADPRC1-CD38_Heavy_Chain_1,daratumumab.py,122,6.48,13179.66,47.54,655.74,901.64,819.67,245.90,245.90,573.77,327.87,163.93,1311.48,-0.05,-0.04,1.65
Daratumumab_ADPRC1-CD38_Light_Chain_1,daratumumab.py,107,8.07,11636.84,54.21,841.12,841.12,373.83,467.29,747.66,373.83,186.92,0.00,747.66,-0.36,-0.36,1.66
Datopotamab_TACSTD2-TROP2-EGP1_Heavy_Chain_1,datopotamab.py,121,8.59,13111.50,52.89,826.45,495.87,991.74,165.29,247.93,330.58,413.22,165.29,1074.38,-0.23,-0.21,1.65
Datopotamab_TACSTD2-TROP2-EGP1_Light_Chain_1,datopotamab.py,107,8.60,11654.96,57.01,654.21,654.21,560.75,560.75,560.75,373.83,93.46,93.46,747.66,-0.27,-0.27,0.93
Dazukibart_IFNB1_Heavy_Chain_1,dazukibart.py,119,6.91,13506.89,57.98,588.24,588.24,840.34,168.07,252.10,252.10,420.17,252.10,840.34,-0.48,-0.46,1.65
Dazukibart_IFNB1_Light_Chain_1,dazukibart.py,107,8.66,11647.97,56.07,280.37,747.66,373.83,841.12,467.29,467.29,93.46,93.46,1028.04,-0.24,-0.24,1.89
Delpacibart_TFRC-CD71_Heavy_Chain_1,delpacibart.py,116,9.23,12875.31,55.17,775.86,517.24,948.28,258.62,258.62,172.41,344.83,258.62,948.28,-0.41,-0.39,1.65
Delpacibart_TFRC-CD71_Light_Chain_1,delpacibart.py,107,6.75,11635.83,56.07,560.75,747.66,373.83,560.75,560.75,373.83,186.92,93.46,934.58,-0.36,-0.36,1.56
Denosumab_TNFSF11-CD254-RANKL-TRANCE-OPGL-ODF_Heavy_Chain_1,denosumab.py,122,6.45,13023.41,50.00,655.74,819.67,737.70,245.90,327.87,327.87,327.87,245.90,1311.48,-0.14,-0.12,1.65
Denosumab_TNFSF11-CD254-RANKL-TRANCE-OPGL-ODF_Light_Chain_1,denosumab.py,108,9.39,11740.01,53.70,648.15,833.33,370.37,462.96,648.15,462.96,92.59,0.00,1111.11,-0.41,-0.41,1.66
Depemokimab_IL5_Heavy_Chain_1,depemokimab.py,119,8.73,12880.49,51.26,420.17,1176.47,924.37,168.07,588.24,84.03,336.13,252.10,924.37,-0.12,-0.11,1.65
Depemokimab_IL5_Light_Chain_1,depemokimab.py,113,6.76,12199.48,54.87,530.97,884.96,530.97,442.48,530.97,442.48,88.50,88.50,973.45,-0.34,-0.35,1.28
Derlotuximab_DNA-H1-Complex_Heavy_Chain_1,derlotuximab.py,120,9.28,13285.85,55.83,416.67,833.33,666.67,333.33,333.33,166.67,333.33,250.00,1083.33,-0.40,-0.40,1.29
Derlotuximab_DNA-H1-Complex_Light_Chain_1,derlotuximab.py,108,8.03,11440.54,57.41,833.33,648.15,462.96,370.37,462.96,185.19,185.19,185.19,925.93,-0.27,-0.26,1.07
Dinutuximab_Ganglioside-GD2_Heavy_Chain_1,dinutuximab.py,113,6.85,12287.60,56.64,530.97,619.47,707.96,353.98,265.49,176.99,265.49,353.98,1061.95,-0.34,-0.32,1.26
Dinutuximab_Ganglioside-GD2_Light_Chain_1,dinutuximab.py,113,9.35,12323.80,54.87,353.98,1061.95,707.96,265.49,619.47,442.48,88.50,88.50,884.96,-0.33,-0.33,1.28
Disitamab_ERBB2-CD340-HER2_Heavy_Chain_1,disitamab.py,115,6.32,12915.25,58.26,695.65,521.74,869.57,260.87,260.87,347.83,260.87,173.91,782.61,-0.51,-0.49,1.65
Disitamab_ERBB2-CD340-HER2_Light_Chain_1,disitamab.py,105,8.64,11317.55,54.29,761.90,380.95,666.67,571.43,476.19,476.19,190.48,95.24,952.38,-0.23,-0.23,1.28
Divozilimab_MS4A1-CD20_Heavy_Chain_1,divozilimab.py,121,8.90,13452.91,55.37,578.51,413.22,1074.38,82.64,330.58,247.93,330.58,330.58,1074.38,-0.42,-0.40,1.65
Divozilimab_MS4A1-CD20_Light_Chain_1,divozilimab.py,106,9.07,11357.63,51.89,660.38,566.04,660.38,566.04,849.06,471.70,188.68,0.00,849.06,-0.22,-0.22,1.64
Docaravimab_Rabies-Virus-Strain-ERA-Glycoprotein-Ectodomain-Epitope-G-III_Heavy_Chain_1,docaravimab.py,119,6.76,12936.25,55.46,420.17,1008.40,504.20,420.17,336.13,252.10,336.13,84.03,1092.44,-0.33,-0.33,1.41
Docaravimab_Rabies-Virus-Strain-ERA-Glycoprotein-Ectodomain-Epitope-G-III_Light_Chain_1,docaravimab.py,107,5.65,11768.89,60.75,186.92,934.58,373.83,467.29,467.29,373.83,93.46,93.46,934.58,-0.49,-0.49,0.97
Domvanalimab_TIGIT-WUCAM-VSTM3_Heavy_Chain_1,domvanalimab.py,119,8.05,13093.60,50.42,840.34,756.30,756.30,252.10,168.07,420.17,252.10,420.17,1092.44,-0.13,-0.11,1.33
Domvanalimab_TIGIT-WUCAM-VSTM3_Light_Chain_1,domvanalimab.py,107,8.96,11652.90,57.94,467.29,654.21,373.83,560.75,560.75,373.83,186.92,93.46,934.58,-0.43,-0.43,1.32
Donanemab_APP_Heavy_Chain_1,donanemab.py,115,8.57,12697.00,57.39,608.70,347.83,956.52,347.83,260.87,173.91,347.83,173.91,1043.48,-0.48,-0.46,1.22
Donanemab_APP_Light_Chain_1,donanemab.py,112,8.60,12167.69,53.57,267.86,1071.43,714.29,446.43,625.00,357.14,89.29,89.29,982.14,-0.19,-0.19,1.77
Dostarlimab_PDCD1-CD279-PD1_Heavy_Chain_1,dostarlimab.py,116,5.18,12633.83,55.17,603.45,775.86,689.66,172.41,258.62,258.62,258.62,258.62,1206.90,-0.30,-0.28,1.22
Dostarlimab_PDCD1-CD279-PD1_Light_Chain_1,dostarlimab.py,107,7.96,11795.07,55.14,654.21,747.66,467.29,467.29,560.75,467.29,280.37,0.00,841.12,-0.28,-0.28,1.56
Drotokibart_IL4R-CD124_Heavy_Chain_1,drotokibart.py,118,8.66,12877.30,50.85,677.97,762.71,762.71,423.73,169.49,423.73,254.24,169.49,1271.19,-0.16,-0.14,1.65
Drotokibart_IL4R-CD124_Light_Chain_1,drotokibart.py,108,8.05,11806.27,50.00,740.74,1018.52,370.37,462.96,833.33,370.37,185.19,185.19,833.33,-0.13,-0.13,1.66
Dupilumab_IL4R-CD124_Heavy_Chain_1,dupilumab.py,125,8.64,13639.04,54.40,560.00,800.00,720.00,320.00,240.00,240.00,240.00,160.00,1280.00,-0.37,-0.35,1.22
Dupilumab_IL4R-CD124_Light_Chain_1,dupilumab.py,112,5.18,12274.69,53.57,357.14,1071.43,446.43,535.71,625.00,357.14,89.29,178.57,982.14,-0.21,-0.22,1.28
Durvalumab_PDL1-CD274_Heavy_Chain_1,durvalumab.py,121,6.53,13410.83,50.41,743.80,826.45,826.45,165.29,165.29,413.22,413.22,165.29,1239.67,-0.30,-0.28,1.65
Durvalumab_PDL1-CD274_Light_Chain_1,durvalumab.py,108,8.06,11831.07,54.63,648.15,925.93,370.37,462.96,648.15,370.37,185.19,0.00,925.93,-0.37,-0.37,1.66
Ebdarokimab_IL12B-CLMFp40_Heavy_Chain_1,ebdarokimab.py,119,8.64,13347.95,52.94,420.17,420.17,756.30,420.17,420.17,336.13,420.17,504.20,1008.40,-0.35,-0.33,1.33
Ebdarokimab_IL12B-CLMFp40_Light_Chain_1,ebdarokimab.py,107,6.44,11635.81,53.27,934.58,654.21,373.83,654.21,654.21,373.83,186.92,0.00,841.12,-0.26,-0.26,1.66
Ebronucimab_PCSK9_Heavy_Chain_1,ebronucimab.py,123,4.92,13564.84,53.66,731.71,731.71,731.71,243.90,162.60,487.80,325.20,243.90,975.61,-0.21,-0.19,1.33
Ebronucimab_PCSK9_Light_Chain_1,ebronucimab.py,111,5.10,11469.33,55.86,360.36,630.63,720.72,450.45,450.45,270.27,90.09,0.00,1441.44,-0.39,-0.40,1.60
Eculizumab_C5_Heavy_Chain_1,eculizumab.py,122,5.34,13670.10,54.92,491.80,491.80,983.61,245.90,327.87,409.84,409.84,245.90,901.64,-0.32,-0.30,1.65
Eculizumab_C5_Light_Chain_1,eculizumab.py,107,5.09,11387.59,53.27,654.21,841.12,467.29,560.75,560.75,373.83,93.46,93.46,1028.04,-0.23,-0.23,1.31
Edrecolomab_EPCAM-CD326_Heavy_Chain_1,edrecolomab.py,116,8.60,12511.84,51.72,862.07,689.66,775.86,258.62,344.83,344.83,344.83,86.21,1120.69,-0.28,-0.28,2.08
Edrecolomab_EPCAM-CD326_Light_Chain_1,edrecolomab.py,107,6.76,11722.99,57.94,467.29,560.75,747.66,373.83,467.29,280.37,93.46,280.37,934.58,-0.39,-0.40,1.28
Efalizumab_ITGAL-CD11A-LFA1A_Heavy_Chain_1,efalizumab.py,121,8.03,13587.07,53.72,495.87,743.80,743.80,247.93,247.93,413.22,330.58,247.93,1157.02,-0.36,-0.34,1.65
Efalizumab_ITGAL-CD11A-LFA1A_Light_Chain_1,efalizumab.py,107,8.96,11664.95,58.88,467.29,747.66,373.83,560.75,560.75,373.83,93.46,93.46,841.12,-0.42,-0.42,1.32
Elotuzumab_SLAMF7-CD319_Heavy_Chain_1,elotuzumab.py,119,4.96,13227.62,50.42,672.27,840.34,672.27,420.17,420.17,336.13,420.17,168.07,1008.40,-0.29,-0.27,1.65
